nombre_original;nombre_canonico;fue_fusionado;frecuencia_total;num_documentos;ids_documentos
Su Majestad Juan Carlos I REY De España;S.m. El REY;si;1;1;1765
S.m. El REY;S.m. El REY;no;9;7;"1741; 1743; 1785; 1787; 1791; 1810; 1834"
Su Majestad El REY;S.m. El REY;si;2;2;"1769; 1774"
S.m. El REY Don Juan Carlos;S.m. El REY;si;1;1;1772
REY Don Juan Carlos;S.m. El REY;si;1;1;1763
Seine Majestät König Juan Carlos I. Von Spanien;S.m. El REY;si;2;1;1775
Majestad;S.m. El REY;si;1;1;1775
REY;S.m. El REY;si;8;7;"1707; 1781; 1807; 1811; 1817; 1848; 1860"
S2;S2;no;2;1;1808
SE SABINETE;SE SABINETE;no;1;1;1774
SECCION DE CONTRAINFORMACION DEL EME;SECCION DE CONTRAINFORMACION DEL EME;no;1;1;1809
SECCION DE CONTRAINTELIGENCIA;SECCION DE CONTRAINTELIGENCIA;no;1;1;1809
SECCION DE JUSTICIA;SECCION DE JUSTICIA;no;1;1;1717
SECRETARIA;SECRETARIA;no;1;1;1761
SECRETARIO DE LA CAMARA DE REPRESENTANTES DE PUERTO RICO;SECRETARIO DE LA CAMARA DE REPRESENTANTES DE PUERTO RICO;no;1;1;1768
SECRETARY HAIG;SECRETARY HAIG;no;1;1;1744
SECRETARY OF STATE;SECRETARY OF STATE;no;1;1;1758
SECRETO;SECRETO;no;1;1;1785
SECTORES Y BASES;SECTORES Y BASES;no;1;1;1705
SEGENPER;SEGENPER;no;1;1;1709
SENTENCIA 23-F;SENTENCIA 23-F;no;1;1;1808
SER RAL CONSEJERO TODAYO;SER RAL CONSEJERO TODAYO;no;1;1;1710
SERVICIO RADIOTELEGRAFICO DE LA GUARDIA CIVIL;SERVICIO RADIOTELEGRAFICO DE LA GUARDIA CIVIL;no;1;1;1701
SG;SG;no;1;1;1856
SG/4.749/23-03-82;SG/4.749/23-03-82;no;1;1;1843
SG/5.169/30-03-82;SG/5.169/30-03-82;no;1;1;1838
SG/5948/16.04.82;SG/5948/16.04.82;no;1;1;1827
SG/6.661/28.04.82;SG/6.661/28.04.82;no;1;1;1823
SG/7046/05-05-82;SG/7046/05-05-82;no;1;1;1817
SG/7906/18-05-82;SG/7906/18-05-82;no;1;1;1812
SIGC. 2° Sección de E.M. de la Guardia Civil;SIGC. 2° Sección de E.M. de la Guardia Civil;no;1;1;1734
SITUACION ACTUAL EN LAS DISTINTAS REGIONES POLICIALES;SITUACION ACTUAL EN LAS DISTINTAS REGIONES POLICIALES;no;3;3;"1745; 1756; 1767"
SL 23-F;SL 23-F;no;1;1;1779
SOCIALIST LEADER;SOCIALIST LEADER;no;1;1;1758
SR. LIC. CRISTINO BERNAZARD;SR. LIC. CRISTINO BERNAZARD;no;1;1;1768
SU MAJESTAD EL REY;SU MAJESTAD EL REY;no;1;1;1771
SU MAJESTAD EL REY DON JUAN CARLOS I;SU MAJESTAD EL REY DON JUAN CARLOS I;no;1;1;1773
SUCEROS DEL 23 DE FEBRERO;SUCEROS DEL 23 DE FEBRERO;no;1;1;1705
SUMARIO;SUMARIO;no;1;1;1705
Sabino Fernández Campo;Sabino Fernández Campo;no;1;1;1791
Sala;Sala;no;4;4;"1821; 1836; 1850; 1860"
Sala (de La Vista Oral);Sala (de La Vista Oral);no;2;2;"1825; 1830"
Sala (del Consejo Supremo De Justicia Militar);Sala (del Consejo Supremo De Justicia Militar);no;1;1;1821
Sala (del Lugar De Declaración);Sala (del Lugar De Declaración);no;1;1;1836
Sala (del Tribunal);Sala (del Tribunal);no;1;1;1805
Sala (interrogatorio);Sala (interrogatorio);no;1;1;1839
Sala (para La Sesión Pública);Sala (para La Sesión Pública);no;1;1;1832
Sala - 2ª, Del Tribunal Supremo De Justicia Civil;Sala - 2ª, Del Tribunal Supremo De Justicia Civil;no;1;1;1809
Sala Acristalada Del Congreso;Sala Acristalada Del Congreso;no;1;1;1840
Sala De Justicia;Sala De Justicia;no;11;11;"1710; 1711; 1713; 1726; 1727; 1731; 1737; 1740; 1825; 1835; 1846"
Sala De Justicia (del Consejo Supremo);Sala De Justicia (del Consejo Supremo);no;1;1;1716
Sala De Justicia Del Consejo Supremo De Justicia Militar;Sala De Justicia Del Consejo Supremo De Justicia Militar;no;2;1;1738
Sala De La Universidad De La República De Chile;Sala De La Universidad De La República De Chile;no;1;1;1826
Sala Del Consejo;Sala Del Consejo;no;1;1;1812
Sala Olimpia;Sala Olimpia;no;1;1;1756
Sala de Justicia;Sala de Justicia;no;2;2;"1710; 1835"
Salas De Banderas;Salas De Banderas;no;1;1;1784
Salvador Blasco Lopez;Salvador Blasco Lopez;no;1;1;1762
San Gregorio;San Gregorio;no;1;1;1832
San Sebastián;San Sebastián;no;1;1;1717
Sanción ejemplar;Sanción ejemplar;no;1;1;1803
Santa María De Hurta;Santa María De Hurta;no;1;1;1832
Santa María De La Huerta;Santa María De La Huerta;no;1;1;1847
Santander;Santander;no;1;1;1697
Sargento 1° JUAN MONTERO RAMIREZ;Sargento 1° JUAN MONTERO RAMIREZ;no;1;1;1704
Sargento Miguel Sales;Sargento Miguel Sales;no;2;1;1796
Sargento Sales Maroto;Sargento Sales Maroto;no;1;1;1796
Sargento Sanchez;Sargento Sanchez;no;1;1;1696
Sargento Sánchez;Sargento Sánchez;no;1;1;1696
"Sastrería ""el Corte Español""";"Sastrería ""el Corte Español""";no;1;1;1791
Saturnino Suanzes;Saturnino Suanzes;no;1;1;1738
Sea (servicio De Enseñanza Aérea);Sea (servicio De Enseñanza Aérea);no;1;1;1797
Seccion De Contrainformacion Del Eme;Seccion De Contrainformacion Del Eme;no;1;1;1809
Seccion De Justicia;Seccion De Justicia;no;1;1;1717
Sección de Justicia;Sección de Justicia;no;1;1;1718
Secretaria De Estado - Presidencia Del Gobierno;Secretaria De Estado - Presidencia Del Gobierno;no;1;1;1736
Secretario;Secretario;no;1;1;1719
Secretario De Estado;Secretario De Estado;no;1;1;1743
Secretario General;Secretario General;no;4;2;"1781; 1810"
El Secretario General;Secretario General;si;1;1;1810
Secretario General de la Caja de Ahorros de Madrid;Secretario General de la Caja de Ahorros de Madrid;no;1;1;1719
Sr. Relator;Secretario Relator;si;1;1;1857
TCOL. Relator;Secretario Relator;si;2;1;1825
Relator;Secretario Relator;si;1;1;1846
Secretario Relator;Secretario Relator;no;2;2;"1702; 1857"
Secretario de Estado;Secretario de Estado;no;1;1;1752
Secretario relator;Secretario relator;no;1;1;1702
Secretarios Generales PSOE Y PCE;Secretarios Generales PSOE Y PCE;no;1;1;1793
Secretary of State of the United States of America;Secretary of State of the United States of America;no;1;1;1748
Secretaría De España;Secretaría De España;no;1;1;1770
Secretaría Permanente Del Consejo Superior Del Ejército;Secretaría Permanente Del Consejo Superior Del Ejército;no;1;1;1827
Sector De Valencia;Sector De Valencia;no;1;1;1860
Sectores;Sectores;no;1;1;1793
Sectores De La Derecha Radical;Sectores De La Derecha Radical;no;1;1;1787
Sectores Interesados En Hacer Triunfar El Golpe;Sectores Interesados En Hacer Triunfar El Golpe;no;1;1;1801
Sectores Sociales;Sectores Sociales;no;1;1;1801
Sectores Y Bases;Sectores Y Bases;no;2;2;"1705; 1706"
Sede De Este Consejo (consejo Supremo De Justicia Militar);Sede De Este Consejo (consejo Supremo De Justicia Militar);no;1;1;1710
Segovia;Segovia;no;2;2;"1696; 1820"
Segunda Seccion De E.m.;Segunda Seccion De E.m.;no;1;1;1742
Seguridad (fuerzas De Seguridad);Seguridad (fuerzas De Seguridad);no;1;1;1820
Seguridad Del Estado;Seguridad Del Estado;no;1;1;1816
Senate;Senate;no;1;1;1751
Senate (estados Unidos);Senate (estados Unidos);no;1;1;1751
Sentencia;Sentencia;no;1;1;1807
Servicio;Servicio;no;1;1;1798
Servicio De Seguridad;Servicio De Seguridad;no;1;1;1852
Servicio Del Derecho De Petición;Servicio Del Derecho De Petición;no;1;1;1741
Servicio Geográfico;Servicio Geográfico;no;1;1;1822
Servicio Radiotelegrafico De La Guardia Civil;Servicio Radiotelegrafico De La Guardia Civil;no;1;1;1701
Servicio de Información y Prensa;Servicio de Información y Prensa;no;1;1;1773
Servicios De Documentación De La Presidencia Del Gobierno;Servicios De Documentación De La Presidencia Del Gobierno;no;1;1;1789
Sesión 19-4-82;Sesión 19-4-82;no;1;1;1826
Sesión Del Congreso;Sesión Del Congreso;no;1;1;1810
Sevilla;Sevilla;no;1;1;1803
Señor Don Sergio Gallego Ronquillo, Coronel Juez Eventual;Señor Don Sergio Gallego Ronquillo, Coronel Juez Eventual;no;1;1;1717
Señor J. A. Todayo Institucionar;Señor J. A. Todayo Institucionar;no;1;1;1710
Señor Múgica Herzog;Señor Múgica Herzog;no;1;1;1825
Señor Novalbos;Señor Novalbos;no;1;1;1851
Señor Secretario;Señor Secretario;no;1;1;1768
Shirley, Acting;Shirley, Acting;no;1;1;1744
Sigc. 2° Sección De E.m. De La Guardia Civil. Madrid;Sigc. 2° Sección De E.m. De La Guardia Civil. Madrid;no;1;1;1734
Sigc. 312. Tercio De La Guardia Civil;Sigc. 312. Tercio De La Guardia Civil;no;1;1;1734
Sigc. 3° Zona De La Guardia Civil;Sigc. 3° Zona De La Guardia Civil;no;1;1;1734
Sigc., 2° Sección De E.m. De La Guardia Civil. Madrid;Sigc., 2° Sección De E.m. De La Guardia Civil. Madrid;no;1;1;1734
Sigc., 312. Tercio De La Guardia Civil ... Valle;Sigc., 312. Tercio De La Guardia Civil ... Valle;no;1;1;1734
Sigc., 3° Zona De La Guardia Civil ... Valle;Sigc., 3° Zona De La Guardia Civil ... Valle;no;1;1;1734
Sindicato Español Universitario;Sindicato Español Universitario;no;1;1;1767
Sociedad Civil;Sociedad Civil;no;1;1;1786
"Sociedad Militar ""la Hipica"", De Valladolid";"Sociedad Militar ""la Hipica"", De Valladolid";no;1;1;1788
"Sociedad militar ""La Hipica""";"Sociedad militar ""La Hipica""";no;1;1;1788
Spain;Spain;no;9;7;"1744; 1746; 1747; 1748; 1749; 1750; 1751"
Spain (españa);Spain (españa);no;1;1;1758
Spanish Parliament;Spanish Parliament;no;2;1;1751
Spanish democracy;Spanish democracy;no;2;2;"1750; 1751"
Spanish experiment;Spanish experiment;no;1;1;1749
Spanish people;Spanish people;no;1;1;1747
Speaker De La Cámara De Los Comunes;Speaker De La Cámara De Los Comunes;no;1;1;1773
Sr. Abella;Sr. Abella;no;1;1;1805
Sr. CARRES;Sr. CARRES;no;1;1;1859
Sr. Capitán D. Francisco Dusmet Garcia-figueras;Sr. Capitán D. Francisco Dusmet Garcia-figueras;no;1;1;1742
Capitán De Infantería Dusmet Garcia-figueras;Sr. Capitán D. Francisco Dusmet Garcia-figueras;si;1;1;1840
Sr. Coronel D. Jose San Martin Lopez;Sr. Coronel D. Jose San Martin Lopez;no;1;1;1742
Sr. D. Antonio Garibay;Sr. D. Antonio Garibay;no;1;1;1697
Sr. DE MIGUEL;Sr. DE MIGUEL;no;2;2;"1821; 1857"
Letrado Exmo. Sr. D. Adolfo De Miguel Y Garcilopez;Sr. De Miguel;si;1;1;1722
Sr. De Miguel;Sr. De Miguel;no;8;7;"1819; 1821; 1825; 1836; 1843; 1844; 1853"
Letrado Sr. De Miguel;Sr. De Miguel;si;1;1;1857
El Letrado Sr. De Miguel;Sr. De Miguel;si;1;1;1832
Sr. Esquivel (gómez Iglesias);Sr. Esquivel;si;1;1;1845
Sr. Esquivel;Sr. Esquivel;no;2;2;"1814; 1844"
Sr. Excelentísimo Embajador De España;Sr. Excelentísimo Embajador De España;no;1;1;1766
Sr. Fiscal;Sr. Fiscal;no;7;4;"1840; 1841; 1843; 1860"
Sr. Fiscal Togado;Sr. Fiscal Togado;no;2;1;1857
Sr. Fiscal Togado del Consejo Supremo de Justicia Militar;Sr. Fiscal Togado del Consejo Supremo de Justicia Militar;no;1;1;1725
Sr. GARCIA CARRES;Sr. GARCIA CARRES;no;1;1;1831
Sr. García Carrés;Sr. García Carrés;no;4;2;"1834; 1853"
Sr. Carres;Sr. García Carrés;si;2;2;"1859; 1860"
Paisano García Carrés;Sr. García Carrés;si;2;1;1819
Sr. Garcia Carres;Sr. García Carrés;si;1;1;1857
Sr. General;Sr. General;no;1;1;1697
Letrado Sr. Gómez García;Sr. Gómez García;si;1;1;1825
Sr. Gómez García;Sr. Gómez García;no;2;2;"1814; 1858"
Sr. HERMOSILLA MARTIN;Sr. HERMOSILLA MARTIN;no;1;1;1821
Sr. Hermosilla Martin;Sr. Hermosilla;si;1;1;1821
Don Ramón Hermosilla Martín;Sr. Hermosilla;si;1;1;1724
Ramon Hermosilla Martin;Sr. Hermosilla;si;1;1;1725
Sr. Hermosilla;Sr. Hermosilla;no;6;4;"1822; 1831; 1842; 1846"
El Sr. Hermosilla;Sr. Hermosilla;si;1;1;1822
Sr. Jefe Del Servicio De Recursos;Sr. Jefe Del Servicio De Recursos;no;1;1;1736
Sr. José Luis Bustos;Sr. José Luis Bustos;no;1;1;1697
Sr. Labernia;Sr. Labernia;no;4;3;"1847; 1850; 1853"
Sr. Labernía;Sr. Labernia;si;1;1;1819
Sr. Labernia (defensor Del Coronel Sanmartín);Sr. Labernia;si;1;1;1847
Sr. Lic. Cristino Bernazard;Sr. Lic. Cristino Bernazard;no;1;1;1768
Sr. Liñán;Sr. Liñán;no;1;1;1856
Sr. Luis G. Huerta;Sr. Luis G. Huerta;no;1;1;1697
Sr. López Griñó (letrado);Sr. López Griñó (letrado);no;1;1;1828
Exmo. Sr. Don José Gabeiras Montero;Sr. López Montero;si;2;1;1720
General Gabeiras;Sr. López Montero;si;2;2;"1828; 1829"
Juan Montero Ramirez;Sr. López Montero;si;1;1;1704
Sr. López Montero (en El Papel De Auténtico Fiscal);Sr. López Montero;si;1;1;1849
José Gabeiras Montero;Sr. López Montero;si;1;1;1741
Sr. Montero;Sr. López Montero;si;2;1;1852
Sr. López Montero;Sr. López Montero;no;4;3;"1817; 1850; 1853"
Letrado López Montero;Sr. López Montero;si;1;1;1818
Teniente General Gabeiras;Sr. López Montero;si;1;1;1810
Tte. Gral. Gabeiras;Sr. López Montero;si;1;1;1831
Teniente General Gabeiras Montero (a Los Defensores);Sr. López Montero;si;1;1;1833
El Letrado López Montero;Sr. López Montero;si;1;1;1817
Teniente General Gabeiras Montero;Sr. López Montero;si;2;1;1833
Sr. López Silva;Sr. López Silva;no;4;3;"1818; 1850; 1853"
Sr. Ministro de Defensa;Sr. Ministro de Defensa;no;2;2;"1735; 1736"
Sr. Ortiz Ortiz;Sr. Ortiz Ortiz;no;1;1;1838
Sr. Presidente Del Consejo;Sr. Presidente Del Consejo;no;1;1;1851
Sr. QUINTANA APARICIO;Sr. QUINTANA APARICIO;no;1;1;1821
Sr. Quintana Aparicio;Sr. Quintana Aparicio;no;1;1;1821
Sr. Salva Paradela;Sr. Salva Paradela;no;1;1;1813
Sr. Salvá;Sr. Salvá;no;1;1;1827
Sr. Sanz Arribas Defensor Del Capitán De La Gc. Bobis;Sr. Sanz Arribas Defensor Del Capitán De La Gc. Bobis;no;1;1;1826
Sr. Sanz Arribas;Sr. Sanz Arribas Defensor Del Capitán De La Gc. Bobis;si;1;1;1842
Sr. Sanz López;Sr. Sanz López;no;1;1;1852
Cabo 1º D. Rafael Monga Segura;Sr. Segura;si;1;1;1710
Sr. Segura;Sr. Segura;no;3;2;"1839; 1846"
Cabo Monge Segura;Sr. Segura;si;2;1;1796
Sr. Sheng;Sr. Sheng;no;1;1;1697
Sr. Tent (abad);Sr. Tent (abad);no;1;1;1845
Sr. García Villalonga;Sr. Villalonga;si;1;1;1816
Letrado Sr. Villalonga;Sr. Villalonga;si;1;1;1852
Sr. Villalonga;Sr. Villalonga;no;3;2;"1816; 1845"
Sr. Zugasti;Sr. Zugasti;no;1;1;1852
Sr. de Miguel;Sr. de Miguel;no;1;1;1836
Sres. Escaldell, Hermosilla, López Montero Y Sanz Arribas;Sres. Escaldell, Hermosilla, López Montero Y Sanz Arribas;no;1;1;1833
Sres. Escaldell, Hermosilla, López Montero Y Sanz Arribas (al Testigo);Sres. Escaldell, Hermosilla, López Montero Y Sanz Arribas (al Testigo);no;1;1;1833
"Sritos De ""todos A Madrid""";"Sritos De ""todos A Madrid""";no;1;1;1701
Su Esposa;Su Esposa;no;1;1;1789
Su Majestad;Su Majestad;no;3;3;"1817; 1851; 1860"
Su Majestad La REINA Isabel Ii;Su Majestad La REINA Isabel Ii;no;1;1;1773
Su Padre;Su Padre;no;1;1;1789
Subdef;Subdef;no;1;1;1716
Subs.;Subs.;no;1;1;1774
Subsecretario (no Identificado);Subsecretario (no Identificado);no;1;1;1769
Subsecretaría;Subsecretaría;no;2;1;1735
Subsecretaría De Defensa;Subsecretaría De Defensa;no;2;2;"1709; 1842"
Subsector De Tráfico;Subsector De Tráfico;no;3;3;"1812; 1813; 1838"
Subsector De Tráfico De La Guardia Civil;Subsector De Tráfico De La Guardia Civil;no;1;1;1813
Subsector de Tráfico;Subsector de Tráfico;no;1;1;1812
Sumario;Sumario;no;1;1;1833
Sumario (en Contexto Judicial);Sumario (en Contexto Judicial);no;1;1;1798
Sus Defensas;Sus Defensas;no;1;1;1786
T. (teniente Coronel Tejero);T. (teniente Coronel Tejero);no;1;1;1694
T.G. Milana del B.;T.G. Milana del B.;no;1;1;1715
T.Gers. suplentes;T.Gers. suplentes;no;1;1;1698
T.gers.;T.gers.;no;1;1;1698
T.gers. Suplentes;T.gers. Suplentes;no;1;1;1698
TCOL D. Arturo Garcia-Vaquero Salazar;TCOL D. Arturo Garcia-Vaquero Salazar;no;1;1;1827
General Gómez De Salazar;TCOL D. Eduardo Fuentes Y Gómez De Salazar;si;1;1;1805
TCOL D. Eduardo Fuentes Y Gómez De Salazar;TCOL D. Eduardo Fuentes Y Gómez De Salazar;no;1;1;1827
Federico Gómez De Salazar Y Nieto;TCOL D. Eduardo Fuentes Y Gómez De Salazar;si;1;1;1737
Sr. Nieto;TCOL D. Eduardo Fuentes Y Gómez De Salazar;si;1;1;1851
TCOL D. Eduardo Fuentes y Gómez de Salazar;TCOL D. Eduardo Fuentes y Gómez de Salazar;no;1;1;1827
TCOL D. Emilio Bonelli Otero;TCOL D. Emilio Bonelli Otero;no;1;1;1827
TCOL D. Félix Porras Blanco;TCOL D. Félix Porras Blanco;no;1;1;1827
Manuel Miler Hidalgo;TCOL D. Manuel Muller Hidalgo;si;1;1;1860
TCOL D. Manuel Muller Hidalgo;TCOL D. Manuel Muller Hidalgo;no;2;1;1827
TCOL Pacheco (2ª Sec.em.capge.iii Rm);TCOL Pacheco (2ª Sec.em.capge.iii Rm);no;1;1;1794
TCOL Pardo de Santallana;TCOL Pardo de Santallana;no;1;1;1827
TCOL. Cassinello;TCOL. Cassinello;no;1;1;1700
TCOL. Del Ejército Al Mando De Guardia Civil Y Policía;TCOL. Del Ejército Al Mando De Guardia Civil Y Policía;no;1;1;1700
TCOL. Sanmartin;TCOL. Sanmartin;no;1;1;1811
TCOL. TEJERO;TCOL. TEJERO;no;1;1;1700
TCOL. Tejero (como Referencia A La Persona, No Lugar, Pero Aparece Como Institución Militar Por Implicación);TCOL. Tejero (como Referencia A La Persona, No Lugar, Pero Aparece Como Institución Militar Por Implicación);no;1;1;1816
TELEGRAMA POSTAL;TELEGRAMA POSTAL;no;1;1;1718
TELEX NUMERO 191;TELEX NUMERO 191;no;1;1;1701
TENIENTE CORONEL;TENIENTE CORONEL;no;1;1;1739
TENIENTE GENERAL JEFE;TENIENTE GENERAL JEFE;no;1;1;1741
TESTIGO;TESTIGO;no;1;1;1705
THE AMBASSADOR;THE AMBASSADOR;no;1;1;1748
TJ 314;TJ 314;no;1;1;1713
TTE. CORONEL TEJERO;TTE. CORONEL TEJERO;no;1;1;1699
TTe. Gral. Cabeza Calahorra;TTe. Gral. Cabeza Calahorra;no;1;1;1805
TV;TV;no;1;1;1793
TVE;TVE;no;1;1;1792
Tcol D. Pedro Mas Oliver;Tcol D. Pedro Mas Oliver;no;1;1;1844
Tcol Tejero;Tcol Tejero;no;1;1;1844
Tcol. Más;Tcol. Más;no;1;1;1824
Tcol. Más Oliver;Tcol. Más Oliver;no;1;1;1852
Tcol. TEJERO;Tcol. TEJERO;no;1;1;1831
Tcol. Tejero;Tcol. Tejero;no;4;4;"1824; 1830; 1845; 1852"
Tejero (mencionado Como Persona, No Lugar);Tejero (mencionado Como Persona, No Lugar);no;1;1;1844
Tel.419 02 00;Tel.419 02 00;no;1;1;1773
Televisión (contexto No Claro Si Es Institución O Medio);Televisión (contexto No Claro Si Es Institución O Medio);no;1;1;1696
Teniente - General Gutiérrez Mellado;Teniente - General Gutiérrez Mellado;no;1;1;1834
Teniente Carricondo;Teniente Carricondo;no;1;1;1834
Teniente Coronel;Teniente Coronel;no;1;1;1739
Teniente Coronel D. Angel Torres Riera;Teniente Coronel D. Angel Torres Riera;no;1;1;1856
Teniente Coronel D. Luis Arana Lorite;Teniente Coronel D. Luis Arana Lorite;no;1;1;1860
Teniente Coronel D. Manuel Miler Hidalgo;Teniente Coronel D. Manuel Miler Hidalgo;no;1;1;1860
Teniente Coronel DE MEER;Teniente Coronel DE MEER;no;1;1;1848
Teniente Coronel DON ANTONIO TEJERO MOLINA;Teniente Coronel DON ANTONIO TEJERO MOLINA;no;1;1;1712
Teniente Coronel De Caballería;Teniente Coronel De Caballería;no;1;1;1789
Teniente Coronel De La Guardia Civil Tejero Molina;Teniente Coronel De La Guardia Civil Tejero Molina;no;2;2;"1817; 1818"
Teniente Coronel De Meer;Teniente Coronel De Meer (presidente);si;1;1;1848
Teniente Coronel De Meer (presidente);Teniente Coronel De Meer (presidente);no;1;1;1848
Teniente Coronel Don Andrés Cassinello Pérez;Teniente Coronel Don Andrés Cassinello Pérez;no;1;1;1723
Teniente Coronel Inf. D. Pedro MAS OLIVER;Teniente Coronel Inf. D. Pedro MAS OLIVER;no;1;1;1859
Teniente Coronel Mus;Teniente Coronel Mus;no;1;1;1770
Teniente Coronel Polavieja;Teniente Coronel Polavieja;no;1;1;1723
Teniente Coronel Pozo;Teniente Coronel Pozo;no;2;1;1696
Teniente Coronel Primer Jefe De La Comandancia De San Sebastián;Teniente Coronel Primer Jefe De La Comandancia De San Sebastián;no;1;1;1717
Teniente Coronel TEJERO;Teniente Coronel TEJERO;no;2;2;"1859; 1860"
Ilmos Sres. D. Antonio Tejero Molina;Teniente Coronel Tejero;si;1;1;1735
Teniente Coronel Tejero;Teniente Coronel Tejero;no;15;13;"1694; 1707; 1734; 1767; 1814; 1816; 1817; 1838; 1840; 1841; 1850; 1856; 1859"
Antonio;Teniente Coronel Tejero;si;3;2;"1694; 1699"
El Teniente Coronel Tejero;Teniente Coronel Tejero;si;2;2;"1817; 1855"
Su Defendido TCOL Tejero;Teniente Coronel Tejero;si;1;1;1815
Teniente Coronel De La Guardia Civil Don Antonio Tejero Molina;Teniente Coronel Tejero;si;1;1;1738
Teniente Coronel Don Antonio Tejero Molina;Teniente Coronel Tejero;si;2;2;"1712; 1723"
D.antonio Tejero Molina;Teniente Coronel Tejero;si;1;1;1734
TCOL Tejero;Teniente Coronel Tejero;si;1;1;1844
Tejero;Teniente Coronel Tejero;si;6;5;"1695; 1756; 1791; 1822; 1860"
TCOL. Tejero;Teniente Coronel Tejero;si;13;12;"1700; 1739; 1793; 1824; 1826; 1828; 1830; 1832; 1834; 1839; 1845; 1852"
Teniente Coronel de Caballería;Teniente Coronel de Caballería;no;1;1;1789
Teniente Coronel de Infantería DON PEDRO MAS OLIVER;Teniente Coronel de Infantería DON PEDRO MAS OLIVER;no;1;1;1730
Teniente Coronel de Infantería Más Oliver;Teniente Coronel de Infantería Más Oliver;no;1;1;1817
Teniente Coronel de la Guardia Civil Tejero Molina;Teniente Coronel de la Guardia Civil Tejero Molina;no;1;1;1817
Teniente D. Antonio Hernández Griño;Teniente D. Antonio Hernández Griño;no;1;1;1813
Teniente D. Antonio Hernández Griño, Defensor;Teniente D. Antonio Hernández Griño, Defensor;no;1;1;1813
Teniente D. Antonio Hernández Griñó;Teniente D. Antonio Hernández Griñó;no;2;1;1812
Teniente De La Gc Ramos -- Rueda;Teniente De La Gc Ramos -- Rueda;no;1;1;1851
Teniente De La Guardia Civil Alvarez Fernández;Teniente De La Guardia Civil Alvarez Fernández;no;1;1;1813
Teniente De La Guardia Civil Boza Carranco;Teniente De La Guardia Civil Boza Carranco;no;1;1;1812
Teniente De La Guardia Civil D. Pedro Izquierdo Sanchez;Teniente De La Guardia Civil D. Pedro Izquierdo Sanchez;no;1;1;1838
Teniente De La Guardia Civil Izquierdo Sánchez;Teniente De La Guardia Civil Izquierdo Sánchez;no;1;1;1813
Teniente De La Guardia Civil Ramos Rueda;Teniente De La Guardia Civil Ramos Rueda;no;1;1;1813
Teniente De La Guardia Civil Vecinos Núñez;Teniente De La Guardia Civil Vecinos Núñez;no;1;1;1812
José Luis Aramburu Topete;Teniente General Aramburu;si;2;1;1721
General Aramburu;Teniente General Aramburu;si;2;2;"1793; 1814"
Teniente General Aramburu;Teniente General Aramburu;no;2;1;1830
Teniente General CABEZA CALAHORRA;Teniente General CABEZA CALAHORRA;no;1;1;1823
Teniente General Cabeza Calahorra;Teniente General Cabeza Calahorra;no;2;1;1823
Tte. Gral. Cabeza Calahorra;Teniente General Cabeza Calahorra;si;1;1;1805
Generales Cabezas Calahorra;Teniente General Cabeza Calahorra;si;2;1;1835
Teniente General D. JAIME MILANS DEL BOSCH Y USSIA;Teniente General D. JAIME MILANS DEL BOSCH Y USSIA;no;1;1;1726
Teniente General DE SANTIAGO Y DIAZ DE MENDIVIL;Teniente General DE SANTIAGO Y DIAZ DE MENDIVIL;no;1;1;1823
Teniente General Excmo. Sr. D. JAIME MILANS DEL BOSCH Y USSIA;Teniente General Excmo. Sr. D. JAIME MILANS DEL BOSCH Y USSIA;no;1;1;1741
Teniente General GABEIRAS;Teniente General GABEIRAS;no;1;1;1810
Teniente General Honorífico Orozco;Teniente General Honorífico Orozco;no;1;1;1817
Teniente General MILANS;Teniente General MILANS;no;1;1;1809
Teniente General MILANS DEL BOSCH;Teniente General MILANS DEL BOSCH;no;1;1;1823
Teniente General Milans Del -- Bosch;Teniente General Milans Del Bosch;si;1;1;1833
Tte. General Milans Del Bosch;Teniente General Milans Del Bosch;si;2;2;"1716; 1811"
Ex-tte. General Milans Del Bosch Y Ussia;Teniente General Milans Del Bosch;si;1;1;1790
General Milán Del Bosch;Teniente General Milans Del Bosch;si;1;1;1700
Teniente General Excmo. Sr. D. Jaime Milans Del Bosch Y Ussia;Teniente General Milans Del Bosch;si;1;1;1741
Excmo. Sr. Tte. General D. Jaime Milans Del Bosch Y Ussia;Teniente General Milans Del Bosch;si;1;1;1742
Teniente General Excmo. Sr. Don Jaime Milans Del Bosch Y Ussía;Teniente General Milans Del Bosch;si;1;1;1741
Capitán General Miláns Del Bosch;Teniente General Milans Del Bosch;si;1;1;1707
General Milans Del Bosch;Teniente General Milans Del Bosch;si;3;3;"1805; 1823; 1836"
Teniente General Milans Del Bosch;Teniente General Milans Del Bosch;no;4;3;"1770; 1823; 1849"
Teniente General Miláns Del Bosch;Teniente General Milans Del Bosch;si;2;2;"1702; 1846"
Jaime Milans Del Bosch Y Ussia;Teniente General Milans Del Bosch;si;2;2;"1721; 1725"
Miláns;Teniente General Milans Del Bosch;si;1;1;1822
Milans Del Bosch;Teniente General Milans Del Bosch;si;1;1;1696
General Miláns;Teniente General Milans Del Bosch;si;3;3;"1818; 1828; 1846"
General Milana Del Bosch;Teniente General Milans Del Bosch;si;1;1;1715
Teniente General Milans Del Boch;Teniente General Milans Del Bosch;si;1;1;1850
Teniente General Milans;Teniente General Milans Del Bosch;si;2;2;"1809; 1838"
