nombre_canonico,num_variantes_fusionadas,variantes,num_documentos_total,ids_documentos
Regimiento Infantería Jaén,1,Regimiento Infantería Jaén,1,1796
AOME,1,AOME,1,1796
23 de Febrero de 1.981,1,23 de Febrero de 1.981,1,1796
Prejujem (j-2),1,Prejujem (j-2),2,1793; 1795
Capitania General 1ª Region Militar (jem),1,Capitania General 1ª Region Militar (jem),1,1795
Ocupantes Del Congreso,1,Ocupantes Del Congreso,1,1795
Directivos Del CESID,1,Directivos Del CESID,1,1795
Autoridades Militares,1,Autoridades Militares,1,1795
Fuerzas De Seguridad Del Estado,1,Fuerzas De Seguridad Del Estado,1,1795
Congreso (congreso De Los Diputados),1,Congreso (congreso De Los Diputados),1,1795
"M.c.s. (medios Comunicativos Sonoros, Según Contexto)",1,"M.c.s. (medios Comunicativos Sonoros, Según Contexto)",1,1795
Zona Del Congreso,1,Zona Del Congreso,1,1795
Capital (de España),1,Capital (de España),1,1795
Centro De Operaciones,1,Centro De Operaciones,1,1795
PREJUJEM (J-2),1,PREJUJEM (J-2),2,1793; 1795
m.c.s.,1,m.c.s.,1,1795
Acción psicológica,1,Acción psicológica,1,1795
CAPITANIA GENERAL 1ª REGION MILITAR (JEM),1,CAPITANIA GENERAL 1ª REGION MILITAR (JEM),1,1795
Comunicado,1,Comunicado,1,1795
Despliegue,1,Despliegue,1,1795
Jefe División,1,Jefe División,1,1794
2ª Sec. De Em,1,2ª Sec. De Em,1,1794
Dggc,1,Dggc,1,1794
Igpn,1,Igpn,1,1794
Div.infor.eme (int),1,Div.infor.eme (int),1,1794
Cgi,1,Cgi,1,1794
Directivos De Die Y Dci,1,Directivos De Die Y Dci,1,1794
Cor.bendala (div.infor.eme),1,Cor.bendala (div.infor.eme),1,1794
TCOL Pacheco (2ª Sec.em.capge.iii Rm),1,TCOL Pacheco (2ª Sec.em.capge.iii Rm),1,1794
Congresos (zona Congreso),1,Congresos (zona Congreso),1,1794
Extremadura (carreteras De),1,Extremadura (carreteras De),1,1794
Colmenar (carreteras De),1,Colmenar (carreteras De),1,1794
Calla (directivos De Die Y Dci),1,Calla (directivos De Die Y Dci),1,1794
Div.infor.eme,1,Div.infor.eme,1,1794
Eme (int),1,Eme (int),1,1794
DDI,1,DDI,1,1794
23,1,23,1,1794
1700,1,1700,1,1794
"Noticia orden acuartelamiento U,s DAC",1,"Noticia orden acuartelamiento U,s DAC",1,1794
1820,1,1820,1,1794
Noticia radio asalto Congreso,1,Noticia radio asalto Congreso,1,1794
1830,1,1830,1,1794
2ª Sec. de EM,1,2ª Sec. de EM,1,1794
DGGC,1,DGGC,2,1707; 1794
Guardias,1,Guardias,1,1793
Capitán General De Valencia,1,Capitán General De Valencia,2,1699; 1793
Vicepresidente Primero,1,Vicepresidente Primero,1,1793
Secretarios Generales PSOE Y PCE,1,Secretarios Generales PSOE Y PCE,1,1793
Relacion CESID,1,Relacion CESID,1,1793
Regiones Militares,1,Regiones Militares,1,1793
Sectores,1,Sectores,1,1793
Zona De La Capital,1,Zona De La Capital,1,1793
Carretera De El Goloso,1,Carretera De El Goloso,1,1793
"Da (dirección De Artillería O Equivalente, Institución/mención Del Texto)",1,"Da (dirección De Artillería O Equivalente, Institución/mención Del Texto)",1,1793
RELACION CESID,1,RELACION CESID,1,1793
Junta de Jefes de Estado Mayor,1,Junta de Jefes de Estado Mayor,1,1793
radio,1,radio,2,1792; 1793
TV,1,TV,1,1793
ESPAÑA,1,ESPAÑA,2,1755; 1793
sublevación,1,sublevación,1,1793
Jefe De E.m. De Capitanía,1,Jefe De E.m. De Capitanía,1,1792
General Jefe De E.m.,1,General Jefe De E.m.,1,1792
Fuerzas De Caballería,1,Fuerzas De Caballería,1,1792
Fuerzas De La Da,1,Fuerzas De La Da,1,1792
Otras Fuerzas Militares En Madrid,1,Otras Fuerzas Militares En Madrid,1,1792
Relacion CESID (direccion),1,Relacion CESID (direccion),1,1792
General Jefe E.m. (capitania),1,General Jefe E.m. (capitania),1,1792
Radio Nacional,1,Radio Nacional,1,1792
RELACION CESID (DIRECCION),1,RELACION CESID (DIRECCION),1,1792
GENERAL JEFE E.M.,1,GENERAL JEFE E.M.,1,1792
CAPITANIA,1,CAPITANIA,1,1792
Jefe de E.M. de Capitanía,1,Jefe de E.M. de Capitanía,1,1792
TVE,1,TVE,1,1792
General Jefe de E.M.,1,General Jefe de E.M.,1,1792
Sabino Fernández Campo,1,Sabino Fernández Campo,1,1791
Presidente Del Gobierno,1,Presidente Del Gobierno,1,1791
Casa De S. M. El REY,1,Casa De S. M. El REY,2,1741; 1791
Centro Superior De Información De La Defensa,1,Centro Superior De Información De La Defensa,1,1791
"Sastrería ""el Corte Español""",1,"Sastrería ""el Corte Español""",1,1791
Academia General Militar De Zaragoza,1,Academia General Militar De Zaragoza,1,1791
"Consejos Superiores De Los Ejércitos De Tierra, Mar Y Aire",1,"Consejos Superiores De Los Ejércitos De Tierra, Mar Y Aire",1,1791
Ministerio De Defensa,1,Ministerio De Defensa,19,1703; 1709; 1713; 1714; 1719; 1724; 1726; 1727; 1729; 1731; 1732; 1733; 1735; 1736; 1737; 1738; 1740; 1741; 1791
PERSONAL Y RESERVADA,1,PERSONAL Y RESERVADA,1,1791
CASA DE S. M. EL REY,1,CASA DE S. M. EL REY,1,1791
EL SECRETARIO GENERAL,1,EL SECRETARIO GENERAL,1,1791
14 de Diciembre de 1981,1,14 de Diciembre de 1981,1,1791
Director del Centro Superior de Información de la Defensa,1,Director del Centro Superior de Información de la Defensa,1,1791
MADRID,1,MADRID,3,1701; 1748; 1791
S.M. el Rey,1,S.M. el Rey,2,1787; 1791
Presidente del Gobierno,1,Presidente del Gobierno,1,1791
Carlos Lazaro Corthay,1,Carlos Lazaro Corthay,1,1790
Juan Perez De La Lastra,1,Juan Perez De La Lastra,1,1790
Francisco Acera Martin,1,Francisco Acera Martin,1,1790
Enrique Bobis Gonzalez,1,Enrique Bobis Gonzalez,1,1790
Ex-general No Identificado,1,Ex-general No Identificado,1,1790
La Comisaría General,1,La Comisaría General,1,1790
Parra,1,Parra,1,1790
Castillo De La Palma,1,Castillo De La Palma,1,1790
Mugardos (la Coruña),1,Mugardos (la Coruña),1,1790
Prisión Naval De Caranza,1,Prisión Naval De Caranza,1,1790
El Ferrol Del Caudillo,1,El Ferrol Del Caudillo,1,1790
Las Palmas,1,Las Palmas,1,1790
Comisaría General,1,Comisaría General,1,1790
Comisaría General Nr. 3.914,1,Comisaría General Nr. 3.914,1,1790
Hospital Militar Gómez Ulla,1,Hospital Militar Gómez Ulla,1,1790
20 de Agosto de 1983,1,20 de Agosto de 1983,1,1790
Núm. 4642,1,Núm. 4642,1,1790
LIBERTAD DE CONDENADOS POR EL 23-F,1,LIBERTAD DE CONDENADOS POR EL 23-F,1,1790
3 de los corrientes,1,3 de los corrientes,1,1790
Castillo de La Palma,1,Castillo de La Palma,1,1790
Mugardos (La Coruña),1,Mugardos (La Coruña),1,1790
Capitanes de la Guardia Civil,1,Capitanes de la Guardia Civil,1,1790
Carlos LAZARO CORTHAY,1,Carlos LAZARO CORTHAY,1,1790
Juan PEREZ DE LA LASTRA,1,Juan PEREZ DE LA LASTRA,1,1790
Hermano De Con Vinculaciones En Servicios De Información Militar,1,Hermano De Con Vinculaciones En Servicios De Información Militar,1,1789
La Fuente Informante,1,La Fuente Informante,1,1789
"__________ , Hijo De __________ Y __________ , Empleado En Empresa - __________ (__________), Afiliado A La Comunión Católico Monárquica, Influenciado Por __________",1,"__________ , Hijo De __________ Y __________ , Empleado En Empresa - __________ (__________), Afiliado A La Comunión Católico Monárquica, Influenciado Por __________",1,1789
Su Esposa,1,Su Esposa,1,1789
Su Padre,1,Su Padre,1,1789
Unos Primos Suyos,1,Unos Primos Suyos,1,1789
Él (persona Principal Del Relato),1,Él (persona Principal Del Relato),1,1789
Partido Nacional Independiente,1,Partido Nacional Independiente,1,1789
Teniente Coronel De Caballería,1,Teniente Coronel De Caballería,1,1789
Servicios De Documentación De La Presidencia Del Gobierno,1,Servicios De Documentación De La Presidencia Del Gobierno,1,1789
Compañía Telefónica Nacional De España,1,Compañía Telefónica Nacional De España,1,1789
Interviú (semanario),1,Interviú (semanario),1,1789
Comunión Católico Monárquica (partido Político),1,Comunión Católico Monárquica (partido Político),1,1789
Ministerio De Administración Territorial,1,Ministerio De Administración Territorial,1,1789
"Ministerio (en General, Mencionado)",1,"Ministerio (en General, Mencionado)",1,1789
Bufete De Abogado De Su Padre,1,Bufete De Abogado De Su Padre,1,1789
30-4-81,1,30-4-81,1,1789
POSIBLE GOLPE DE ESTADO,1,POSIBLE GOLPE DE ESTADO,1,1789
nota informativa,1,nota informativa,1,1789
ideología monárquica,1,ideología monárquica,1,1789
rama dinástica opuesta a los Borbones,1,rama dinástica opuesta a los Borbones,1,1789
derechista,1,derechista,1,1789
Teniente Coronel de Caballería,1,Teniente Coronel de Caballería,1,1789
Ayudante de un General,1,Ayudante de un General,1,1789
servicios de información militar,1,servicios de información militar,1,1789
Brigada De Informacion De Valladolid,1,Brigada De Informacion De Valladolid,1,1788
"""los Inestrillos""",1,"""los Inestrillos""",1,1788
Faccion Intelectual Del Ejercito,1,Faccion Intelectual Del Ejercito,1,1788
"Tte. Coronel ____________, Tte. Coronel ____________, Comandante ____________, "" ____________ , "" ____________ , "" ____________ , Coronel ____________, Teniente Coronel ____________, Teniente Coronel ____________, Teniente Coronel ____________, Coronel ____________, Teniente Coronel ____________, Teniente Coronel ____________.",1,"Tte. Coronel ____________, Tte. Coronel ____________, Comandante ____________, "" ____________ , "" ____________ , "" ____________ , Coronel ____________, Teniente Coronel ____________, Teniente Coronel ____________, Teniente Coronel ____________, Coronel ____________, Teniente Coronel ____________, Teniente Coronel ____________.",1,1788
Comandante,1,Comandante,1,1788
Coronel,1,Coronel,1,1788
Valladolid,1,Valladolid,1,1788
"Sociedad Militar ""la Hipica"", De Valladolid",1,"Sociedad Militar ""la Hipica"", De Valladolid",1,1788
Ejercito,1,Ejercito,1,1788
"Capital (referido A La Ciudad Donde Residen Jefes Y Oficiales, Presumiblemente Valladolid)",1,"Capital (referido A La Ciudad Donde Residen Jefes Y Oficiales, Presumiblemente Valladolid)",1,1788
Rgto. Calatrava-caballeria,1,Rgto. Calatrava-caballeria,1,1788
Academia De Caballería,1,Academia De Caballería,1,1788
"Rgto. Farnesio, 12-caballería",1,"Rgto. Farnesio, 12-caballería",1,1788
E.m.,1,E.m.,2,1698; 1788
Brigada de Informacion de Valladolid,1,Brigada de Informacion de Valladolid,1,1788
Involucionismo politico,1,Involucionismo politico,1,1788
Golpe Militar,1,Golpe Militar,1,1788
Corriente Inestrillas,1,Corriente Inestrillas,1,1788
Los Inestrillos,1,Los Inestrillos,1,1788
"Sociedad militar ""La Hipica""",1,"Sociedad militar ""La Hipica""",1,1788
Corriente Almendros,1,Corriente Almendros,1,1788
Los Abogados Defensores De Los Procesados,1,Los Abogados Defensores De Los Procesados,1,1787
Grupos Políticos Y Círculos Simpatizantes Con Los Procesados,1,Grupos Políticos Y Círculos Simpatizantes Con Los Procesados,1,1787
La Corona,1,La Corona,2,1715; 1787
Sectores De La Derecha Radical,1,Sectores De La Derecha Radical,1,1787
Presidente Suarez,1,Presidente Suarez,1,1787
PSOE,1,PSOE,2,1697; 1787
Baqueira,1,Baqueira,1,1787
País Vasco,1,País Vasco,2,1704; 1787
Casa De Juntas De Güernica,1,Casa De Juntas De Güernica,1,1787
Inglaterra,1,Inglaterra,1,1787
23 de Febrero de 1981,1,23 de Febrero de 1981,1,1787
responsabilidad penal,1,responsabilidad penal,1,1787
grupos políticos,1,grupos políticos,1,1787
derecha radical,1,derecha radical,1,1787
Generales MILANS,1,Generales MILANS,1,1787
Generales ARMADA,1,Generales ARMADA,1,1787
Los Acusados,1,Los Acusados,1,1786
Sus Defensas,1,Sus Defensas,1,1786
El Expulsado De La Sala,1,El Expulsado De La Sala,1,1786
Sociedad Civil,1,Sociedad Civil,1,1786
Institución Castrense,1,Institución Castrense,1,1786
Diario 16 (diario),1,Diario 16 (diario),1,1786
Nueva York,1,Nueva York,1,1786
Convención De Roma De Derechos Del Hombre,1,Convención De Roma De Derechos Del Hombre,1,1786
"Ley Orgánica 9/1980, De 6 De Noviembre",1,"Ley Orgánica 9/1980, De 6 De Noviembre",1,1786
25.02.82,1,25.02.82,1,1786
JUICIO 23.F,1,JUICIO 23.F,1,1786
sesiones del juicio,1,sesiones del juicio,1,1786
actuaciones procesales,1,actuaciones procesales,1,1786
sentencia justa,1,sentencia justa,1,1786
formalidades procesales del juicio,1,formalidades procesales del juicio,1,1786
arbitraje imparcial y ecuánime,1,arbitraje imparcial y ecuánime,1,1786
testimonio de los medios de comunicación,1,testimonio de los medios de comunicación,1,1786
credibilidad de la sociedad,1,credibilidad de la sociedad,1,1786
Grupos Políticos,1,Grupos Políticos,1,1785
Personal (de Las Fas),1,Personal (de Las Fas),1,1785
Fas.,1,Fas.,1,1785
Mandos Militares,1,Mandos Militares,1,1785
Estado Español,1,Estado Español,1,1785
Patria,1,Patria,1,1785
Fuerzas Armadas (fas.),1,Fuerzas Armadas (fas.),1,1785
Gobierno Calvo Sotelo,1,Gobierno Calvo Sotelo,1,1785
SECRETO,1,SECRETO,1,1785
INDICES DE SUBVERSION EN LAS FAS,1,INDICES DE SUBVERSION EN LAS FAS,1,1785
FASE INICIAL,1,FASE INICIAL,1,1785
Grupos políticos,1,Grupos políticos,1,1785
cartas subversivas,1,cartas subversivas,1,1785
panfletos subversivos,1,panfletos subversivos,1,1785
DESAFIO A LA AUTORIDAD,1,DESAFIO A LA AUTORIDAD,1,1785
posters,1,posters,1,1785
retratos oficiales,1,retratos oficiales,1,1785
Mandos De Policía Nacional,1,Mandos De Policía Nacional,1,1784
Oficiales De La División,1,Oficiales De La División,1,1784
"Capitanes Que Mandan Compañía De Reserva General, Unidades Independientes Y Altamente Especializadas",1,"Capitanes Que Mandan Compañía De Reserva General, Unidades Independientes Y Altamente Especializadas",1,1784
General De Intendencia,1,General De Intendencia,1,1784
Personal Que Actuó En Los Días 23- Y 24-f,1,Personal Que Actuó En Los Días 23- Y 24-f,1,1784
Alcazar (órgano De Prensa),1,Alcazar (órgano De Prensa),1,1784
Heraldo (órgano De Prensa),1,Heraldo (órgano De Prensa),1,1784
Fuerza Nueva (órgano De Prensa),1,Fuerza Nueva (órgano De Prensa),1,1784
Salas De Banderas,1,Salas De Banderas,1,1784
Aranjuez,1,Aranjuez,1,1784
Plaza De Oriente,1,Plaza De Oriente,1,1784
Estado Mayor Del Ejército,1,Estado Mayor Del Ejército,3,1720; 1732; 1784
12-11-81,1,12-11-81,1,1784
P.N.,1,P.N.,1,1784
RESERVADO-CONFIDENCIAL,1,RESERVADO-CONFIDENCIAL,1,1784
INFORME DE SITUACION,1,INFORME DE SITUACION,1,1784
Ultraderecha,1,Ultraderecha,1,1784
Alcazar,1,Alcazar,1,1784
Heraldo,1,Heraldo,1,1784
Algunas De Las Personas Procesadas Por El 23-f,1,Algunas De Las Personas Procesadas Por El 23-f,1,1783
"Empresarios, Amigos Y Simpatizantes",1,"Empresarios, Amigos Y Simpatizantes",1,1783
Familia [redacted],1,Familia [redacted],1,1783
Brigada De Informacion Interior,1,Brigada De Informacion Interior,1,1783
BRIGADA DE INFORMACION INTERIOR,1,BRIGADA DE INFORMACION INTERIOR,1,1783
APOYO ECONOMICO,1,APOYO ECONOMICO,1,1783
IMPLICADOS,1,IMPLICADOS,1,1783
10 de mayo de 1.983,1,10 de mayo de 1.983,1,1783
personas procesadas,1,personas procesadas,1,1783
merma en ingresos,1,merma en ingresos,1,1783
grupo de empresarios,1,grupo de empresarios,1,1783
Dirección Del Partido Socialista Obrero Español,1,Dirección Del Partido Socialista Obrero Español,1,1782
Militantes Del Partido PSOE,1,Militantes Del Partido PSOE,1,1782
Alcaldes,1,Alcaldes,1,1782
Concejales,1,Concejales,1,1782
Cargos Orgánicos,1,Cargos Orgánicos,1,1782
Intelectuales Socialistas,1,Intelectuales Socialistas,1,1782
Agrupaciones Locales,1,Agrupaciones Locales,1,1782
Gente (ciudadanos),1,Gente (ciudadanos),1,1782
Partido Socialista Obrero Español,1,Partido Socialista Obrero Español,2,1764; 1782
Registro ENTRADA 39-497,1,Registro ENTRADA 39-497,1,1782
14 MAIO 1981,1,14 MAIO 1981,1,1782
N.° 4622,1,N.° 4622,1,1782
Campaña de Formación,1,Campaña de Formación,1,1782
libertades,1,libertades,1,1782
militantes,1,militantes,1,1782
democracia,1,democracia,1,1782
Teóricos Del Partido,1,Teóricos Del Partido,1,1781
Monarquía,1,Monarquía,1,1781
P.C.E.,1,P.C.E.,2,1745; 1781
Partido,1,Partido,1,1781
23 de febrero,1,23 de febrero,6,1706; 1743; 1757; 1766; 1776; 1781
teóricos,1,teóricos,1,1781
nota confidencial,1,nota confidencial,1,1781
extrema derecha,1,extrema derecha,1,1781
mercado negro del rumor,1,mercado negro del rumor,1,1781
declaraciones,1,declaraciones,1,1781
Asociacion De Mujeres De Militares Y Policias,1,Asociacion De Mujeres De Militares Y Policias,1,1780
Ministerio Del Interior,1,Ministerio Del Interior,3,1734; 1779; 1780
Banco Central,1,Banco Central,1,1780
39-497,1,39-497,1,1780
CG,1,CG,1,1780
Registro ENTRADA,1,Registro ENTRADA,1,1780
27 MAR. 1981,1,27 MAR. 1981,1,1780
N.° 5009,1,N.° 5009,1,1780
ASOCIACION DE MUJERES DE MILITARES Y POLICIAS,1,ASOCIACION DE MUJERES DE MILITARES Y POLICIAS,1,1780
Golpe Estado,1,Golpe Estado,1,1780
guardias civiles,1,guardias civiles,2,1778; 1780
asesinatos,1,asesinatos,1,1780
"Director De ""cambio-16""",1,"Director De ""cambio-16""",1,1779
Jefe De Prensa Del Ministerio Del Interior,1,Jefe De Prensa Del Ministerio Del Interior,1,1779
Ceos,1,Ceos,1,1779
Carrero Blanco,1,Carrero Blanco,1,1779
Brigada Interior,1,Brigada Interior,2,1778; 1779
Cambio-16 (institución),1,Cambio-16 (institución),1,1779
Palacio Del Congreso,1,Palacio Del Congreso,1,1779
Ceos (institución),1,Ceos (institución),1,1779
"Carrero Blanco (persona, Pero Mencionado Como Época)",1,"Carrero Blanco (persona, Pero Mencionado Como Época)",1,1779
Barcelona,1,Barcelona,2,1707; 1779
Cc.00. (institución),1,Cc.00. (institución),1,1779
Ugt (institución),1,Ugt (institución),1,1779
BRIGADA INTERIOR,1,BRIGADA INTERIOR,1,1779
OPERACION ARIETE,1,OPERACION ARIETE,1,1779
18 de marzo de 1981,1,18 de marzo de 1981,2,1778; 1779
JEFE SUPERIOR,1,JEFE SUPERIOR,1,1779
DOCUMENTACION,1,DOCUMENTACION,1,1779
BDA. REG. INF.,1,BDA. REG. INF.,1,1779
39-497 G.,1,39-497 G.,1,1779
SL 23-F,1,SL 23-F,1,1779
Familiares De Los Militares Y Guardias Civiles Implicados En El Asalto Al Congreso De Los Diputados,1,Familiares De Los Militares Y Guardias Civiles Implicados En El Asalto Al Congreso De Los Diputados,1,1778
Un Sector Del Ejército,1,Un Sector Del Ejército,1,1778
Congreso De Los Diputados,1,Congreso De Los Diputados,3,1717; 1767; 1778
AFUDAS,1,AFUDAS,1,1778
asalto al Congreso de los Diputados,1,asalto al Congreso de los Diputados,1,1778
39-497G,1,39-497G,1,1778
[redacted],1,[redacted],1,1777
Uno De Los Miembros De La Junta Civico-militar,1,Uno De Los Miembros De La Junta Civico-militar,1,1777
Gobernadores Civiles,1,Gobernadores Civiles,1,1777
La Clase Política,1,La Clase Política,1,1777
La Democracia,1,La Democracia,1,1777
Islas Filipinas,1,Islas Filipinas,1,1777
Junta Civico-militar,1,Junta Civico-militar,1,1777
Palacio De Congresos De Palma De Mallorca,1,Palacio De Congresos De Palma De Mallorca,1,1777
Isla De Menorca,1,Isla De Menorca,1,1777
FUERZA NUEVA,1,FUERZA NUEVA,1,1777
querella criminal,1,querella criminal,1,1777
"revista ""Sábado Gráfico""",1,"revista ""Sábado Gráfico""",1,1777
miembros de la Junta Civico-Militar,1,miembros de la Junta Civico-Militar,1,1777
golpe militar,1,golpe militar,1,1777
reunión en el piso de Islas Filipinas,1,reunión en el piso de Islas Filipinas,1,1777
mes de octubre,1,mes de octubre,1,1777
gobernadores civiles,1,gobernadores civiles,1,1777
reforma política,1,reforma política,1,1777
ruptura,1,ruptura,1,1777
Ron Hayword,1,Ron Hayword,1,1776
Mr Eric S. Heffer,1,Mr Eric S. Heffer,1,1776
Mr Tristan Garel-jones,1,Mr Tristan Garel-jones,1,1776
Mr Russell Johnston,1,Mr Russell Johnston,1,1776
Mr Donald Stewart,1,Mr Donald Stewart,1,1776
Mr John Dunlop,1,Mr John Dunlop,1,1776
Londres,1,Londres,3,1708; 1772; 1776
Embajada De España,1,Embajada De España,5,1763; 1764; 1766; 1770; 1776
Direccion General De Politica Exterior Para Europa Y Asuntos Atlanticos,1,Direccion General De Politica Exterior Para Europa Y Asuntos Atlanticos,1,1776
Casa De España En Londres,1,Casa De España En Londres,1,1776
Instituciones De La Democracia Española,1,Instituciones De La Democracia Española,1,1776
Constitución Democrática Española,1,Constitución Democrática Española,1,1776
España (mencionada Como País En Contexto Político),1,España (mencionada Como País En Contexto Político),1,1776
40'323.2 (46) - 17/31,1,40'323.2 (46) - 17/31,1,1776
25 de marzo de 1981,1,25 de marzo de 1981,1,1776
Embajada de España,1,Embajada de España,4,1763; 1766; 1770; 1776
DIRECCION GENERAL DE POLITICA EXTERIOR PARA EUROPA Y ASUNTOS ATLANTICOS,1,DIRECCION GENERAL DE POLITICA EXTERIOR PARA EUROPA Y ASUNTOS ATLANTICOS,1,1776
Núm.: 499,1,Núm.: 499,1,1776
V.E.,1,V.E.,1,1776
"moción ""Spanish - Democracy""",1,"moción ""Spanish - Democracy""",1,1776
los 200 diputados,1,los 200 diputados,1,1776
Grün K. K. K.,1,Grün K. K. K.,1,1775
Bruno Kreisky,1,Bruno Kreisky,1,1775
Wien,1,Wien,1,1775
Europa,1,Europa,5,1708; 1755; 1771; 1774; 1775
Viena,1,Viena,1,1775
Protocolo Traduktn,1,Protocolo Traduktn,1,1775
ENTRADA 3 Mar. 1981 N. 4139,1,ENTRADA 3 Mar. 1981 N. 4139,1,1775
40'323.2(46)-14/31,1,40'323.2(46)-14/31,1,1775
25. Februar 1981,1,25. Februar 1981,1,1775
Majestät,1,Majestät,1,1775
Botschaft,1,Botschaft,1,1775
historischen Befehl,1,historischen Befehl,1,1775
Demokratien Europas,1,Demokratien Europas,1,1775
demokratischen Staatsmännern Europas,1,demokratischen Staatsmännern Europas,1,1775
Lothar Lahn,1,Lothar Lahn,1,1774
José Pedro Pérez Llorca,1,José Pedro Pérez Llorca,2,1752; 1774
Hans-dietrich Genscher,1,Hans-dietrich Genscher,1,1774
Las Instituciones Del Estado,1,Las Instituciones Del Estado,1,1774
El Nuevo Gobierno De España,1,El Nuevo Gobierno De España,1,1774
El König,1,El König,1,1774
República Federal De Alemania,1,República Federal De Alemania,1,1774
"Ministerio De Asuntos Exteriores (implícito En ""ministro De Asuntos Exteriores"")",1,"Ministerio De Asuntos Exteriores (implícito En ""ministro De Asuntos Exteriores"")",1,1774
Bundesrepublik Deutschland,1,Bundesrepublik Deutschland,1,1774
40'323.2 (46)-19/31,1,40'323.2 (46)-19/31,1,1774
SE SABINETE,1,SE SABINETE,1,1774
DEL CA. MINISTRO,1,DEL CA. MINISTRO,1,1774
Europa (pr. resp.),1,Europa (pr. resp.),1,1774
25 FEB. 1981,1,25 FEB. 1981,1,1774
Dr. Estado,1,Dr. Estado,1,1774
Subs.,1,Subs.,1,1774
Prof.,1,Prof.,1,1774
EL EMBAJADOR,1,EL EMBAJADOR,1,1774
REPUBLICA FEDERAL DE ALEMANIA,1,REPUBLICA FEDERAL DE ALEMANIA,1,1774
Su Majestad La REINA Isabel Ii,1,Su Majestad La REINA Isabel Ii,1,1773
Speaker De La Cámara De Los Comunes,1,Speaker De La Cámara De Los Comunes,1,1773
Parlamento Español,1,Parlamento Español,2,1751; 1773
Grupo Armado Que Emprendió Acción Contra El Parlamento Español,1,Grupo Armado Que Emprendió Acción Contra El Parlamento Español,1,1773
Todos Los Que Intervinieron Para Proteger El Orden Constitucional,1,Todos Los Que Intervinieron Para Proteger El Orden Constitucional,1,1773
Congreso De Diputados Español,1,Congreso De Diputados Español,1,1773
Parlamentarios Del Mundo Democrático,1,Parlamentarios Del Mundo Democrático,1,1773
Embajada Británica,1,Embajada Británica,1,1773
"Fernando El Santo 16, Madrid 4",1,"Fernando El Santo 16, Madrid 4",1,1773
Gran Bretaña,1,Gran Bretaña,1,1773
Parlamento Español (mencionado Indirectamente),1,Parlamento Español (mencionado Indirectamente),1,1773
Congreso De Diputados,1,Congreso De Diputados,1,1773
Cámara De Los Comunes,1,Cámara De Los Comunes,1,1773
Servicio de Información y Prensa,1,Servicio de Información y Prensa,1,1773
Fernando el Santo 16,1,Fernando el Santo 16,1,1773
Tel.419 02 00,1,Tel.419 02 00,1,1773
MENSAJE DE SU MAJESTAD BRITANICA LA REINA ISABEL II,1,MENSAJE DE SU MAJESTAD BRITANICA LA REINA ISABEL II,1,1773
SU MAJESTAD EL REY DON JUAN CARLOS I,1,SU MAJESTAD EL REY DON JUAN CARLOS I,1,1773
Parlamento español,1,Parlamento español,1,1773
orden constitucional,1,orden constitucional,1,1773
"S.m. Británica, La REINA Isabel",1,"S.m. Británica, La REINA Isabel",1,1772
El Embajador Parsons,1,El Embajador Parsons,1,1772
Direccion General De Europa,1,Direccion General De Europa,1,1772
Britanica (referido A La Corona Británica),1,Britanica (referido A La Corona Británica),1,1772
MINISTERIO DE ASUNTOS EXTERIORES,1,MINISTERIO DE ASUNTOS EXTERIORES,6,1743; 1753; 1755; 1765; 1771; 1772
CIFRA,1,CIFRA,1,1772
Núm. 66,1,Núm. 66,1,1772
DIRECCION GENERAL DE EUROPA,1,DIRECCION GENERAL DE EUROPA,1,1772
5 de MARZO de 1981,1,5 de MARZO de 1981,2,1753; 1772
Ministro de Asuntos Exteriores,1,Ministro de Asuntos Exteriores,4,1753; 1769; 1771; 1772
EMBAJADOR de España en LONDRES,1,EMBAJADOR de España en LONDRES,1,1772
EUROPA,1,EUROPA,2,1771; 1772
S.M. BRITANICA,1,S.M. BRITANICA,1,1772
REINA ISABEL,1,REINA ISABEL,1,1772
El Embajador De España En Bonn,1,El Embajador De España En Bonn,1,1771
El Presidente De La República Federal De Alemania,1,El Presidente De La República Federal De Alemania,1,1771
Dirección General De Europa,1,Dirección General De Europa,1,1771
Embajador De España En Bonn,1,Embajador De España En Bonn,1,1771
La Republica Federal De Alemania,1,La Republica Federal De Alemania,1,1771
10'323.2 (48)-17/31 AS,1,10'323.2 (48)-17/31 AS,1,1771
Dirección General de Europa,1,Dirección General de Europa,1,1771
6 de MARZO de 1981,1,6 de MARZO de 1981,1,1771
EMBAJADOR de España en BONN,1,EMBAJADOR de España en BONN,1,1771
SU MAJESTAD EL REY,1,SU MAJESTAD EL REY,1,1771
PRESIDENTE DE LA REPUBLICA FEDERAL DE ALEMANIA,1,PRESIDENTE DE LA REPUBLICA FEDERAL DE ALEMANIA,1,1771
FRUSTRADO ATENTADO CONTRA LA LEGALIDAD CONSTITUCIONAL DE ESPAÑA,1,FRUSTRADO ATENTADO CONTRA LA LEGALIDAD CONSTITUCIONAL DE ESPAÑA,1,1771
El Embajador De España Enrique Larroque,1,El Embajador De España Enrique Larroque,1,1770
José Gabriel Guma,1,José Gabriel Guma,1,1770
Teniente Coronel Mus,1,Teniente Coronel Mus,1,1770
La Habana,1,La Habana,1,1770
"Diario ""granma""",1,"Diario ""granma""",1,1770
Republica Del España,1,Republica Del España,1,1770
Secretaría De España,1,Secretaría De España,1,1770
